@relation segment-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute region-pixel-count numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
0.466403,0.754167,0,0.333333,0,0.085551,0.002102,0.137888,0.001678,0.415184,0.383307,0.495582,0.360092,0.503907,0.613476,0.157495,0.495582,0.312796,0.170246,path
0.205534,0.175,0,0,0,0.034221,0.000448,0.024845,0.00031,0.788796,0.760938,0.863032,0.735774,0.408204,0.672577,0.155597,0.863032,0.200484,0.156905,sky
0.932806,0.754167,0,0.333333,0,0.028517,0.000552,0.098137,0.002542,0.323265,0.299838,0.38218,0.28293,0.595703,0.48818,0.26945,0.38218,0.302675,0.168712,path
0.268775,0.533333,0,0,0,0.096958,0.001788,0.047205,0.001204,0.126001,0.116694,0.149485,0.109899,0.763672,0.270685,0.455408,0.158321,0.386612,0.226997,foliage
0.952569,0.291667,0,0,0,0.766161,0.191023,0.339131,0.07998,0.292281,0.241491,0.368189,0.260326,0.408204,0.562648,0.332069,0.368189,0.420176,0.13026,foliage
0.26087,0.445833,0,0,0,0.038023,0.000388,0.050932,0.003091,0.147173,0.147488,0.181148,0.110678,0.826172,0.326241,0.305503,0.181148,0.416884,0.240887,brickface
0.233202,0.479167,0,0,0,0.028517,0.000616,0.012422,0.000118,0.140202,0.119935,0.181148,0.116134,0.679688,0.358156,0.396584,0.181148,0.405936,0.15909,cement
0.750988,0.45,0,0,0,0.038023,0.001305,0.021118,0.000557,0.277822,0.264182,0.319587,0.246297,0.681641,0.394799,0.335864,0.319587,0.271717,0.175691,cement
0.454545,0.720833,0,0,0,0.076046,0.002136,0.237267,0.032521,0.221018,0.209887,0.251841,0.198752,0.71875,0.328605,0.406072,0.25405,0.250721,0.140244,path
0.928854,0.441667,0,0,0,0.026616,0.000407,0.028571,0.000536,0.319908,0.288493,0.387334,0.278253,0.539063,0.528369,0.259961,0.387334,0.330477,0.159872,cement
0.067194,0.825,0,0,0.5,0.089354,0.000718,0.101864,0.001928,0.340048,0.313615,0.402798,0.298518,0.56836,0.510638,0.259961,0.402798,0.302982,0.165372,path
0.901186,0.470833,0,0,0,0.030418,0.000075,0.019876,0.000246,0.041054,0.051864,0.047128,0.024162,0.9375,0.166667,0.45351,0.050074,0.545855,0.339564,brickface
0.130435,0.5,0,0,0,0.011407,0.000179,0.016149,0.000398,0.00568,0.002431,0.012518,0.001559,0.847656,0.161939,0.548387,0.012518,0.925926,0.167203,window
0.347826,0.133333,0,0,0,0.036122,0.000332,0.019876,0.000246,0.746967,0.686386,0.849777,0.695243,0.185548,0.800236,0.166983,0.849777,0.266023,0.134746,sky
0.003953,0.320833,0,0,0,0.123574,0.007279,0.055901,0.004224,0.054222,0.025932,0.088365,0.045206,0.65039,0.304965,0.510436,0.088365,0.754703,0.109947,foliage
0.304348,0.729167,0,0,0,0.096958,0.00214,0.079503,0.003035,0.246063,0.227715,0.290869,0.2159,0.658204,0.401891,0.347248,0.290869,0.302286,0.166533,path
0.525692,0.075,0,0,0,0.026616,0.000407,0.009938,0.000291,0.781308,0.718802,0.865245,0.751361,0.160156,0.717494,0.324478,0.865245,0.245093,0.113548,sky
0.924901,0.454167,0,0,0,0.015209,0.000344,0.01118,0.000216,0.01007,0,0.02651,0.002338,0.796875,0.20922,0.521821,0.02651,1,0.150244,foliage
0.667984,0.595833,0,0,0,0.003802,0.000174,0.001242,0.000098,0.000516,0,0.001473,0,0.869141,0.132388,0.574952,0.001473,0.222222,0.160731,window
0.675889,0.5375,0,0,0,0.102662,0.000425,0.014907,0.000304,0.022463,0.019449,0.033137,0.01403,0.84375,0.184397,0.516129,0.033137,0.656085,0.201557,window
0.901186,0.470833,0,0,0,0.030418,0.000075,0.019876,0.000246,0.041054,0.051864,0.047128,0.024162,0.9375,0.166667,0.45351,0.050074,0.545855,0.339564,brickface
0.027668,0.341667,0,0,0,0.028517,0.000463,0.023603,0.00067,0.138653,0.110211,0.191458,0.109899,0.621095,0.414894,0.362428,0.191458,0.480246,0.153656,window
0.577075,0.475,0,0,0,0.218631,0.003957,0.029814,0.000548,0.301318,0.271475,0.364506,0.262664,0.556641,0.503546,0.282733,0.364506,0.324639,0.160381,cement
0.418972,0.895833,0,0,0,0.053232,0.003122,0.079503,0.001849,0.054738,0.042139,0.043446,0.078721,0.763672,0.086288,0.751423,0.074374,0.526881,0.897526,grass
0.640316,0.508333,0,0,0,0.003802,0.000174,0.004969,0.000196,0.010844,0.007293,0.023564,0.000779,0.84375,0.191489,0.504744,0.023564,0.972222,0.206735,window
0.70751,0.729167,0,0.333333,0,0.051331,0.001813,0.043478,0.001285,0.345986,0.328201,0.40648,0.298518,0.628906,0.501182,0.216319,0.40648,0.306161,0.183799,path
0.628458,0.829167,0,0,0,0.055133,0.001139,0.027329,0.000727,0.12187,0.100486,0.106038,0.159002,0.677735,0.080378,0.844403,0.150221,0.403938,0.919027,grass
0.826087,0.429167,0,0,0,0.043726,0.001318,0.013665,0.000045,0.112833,0.083468,0.165685,0.084957,0.623048,0.408983,0.370019,0.165685,0.546207,0.152734,window
0.268775,0.025,0,0,0,0.020913,0.000108,0.014907,0.000224,0.908341,0.880878,0.953608,0.88542,0.371093,0.561466,0.370019,0.953608,0.160604,0.119255,sky
0.411067,0.533333,0,0,0,0.009506,0.000108,0.018634,0.000377,0.042603,0.055105,0.047864,0.024941,0.949219,0.163121,0.447818,0.050074,0.532628,0.3517,brickface
0.549407,0.983333,0,0,0,0.085551,0.003216,0.059627,0.002565,0.056545,0.04376,0.039028,0.087295,0.761719,0.056738,0.800759,0.082474,0.563467,0.873578,grass
0.324111,0.070833,0,0,0,0.013308,0.000137,0.019876,0.000329,0.787506,0.725284,0.868924,0.759933,0.160156,0.706855,0.341556,0.868924,0.241511,0.111066,sky
0.13834,0.966667,0,0.333333,0,0.064639,0.001867,0.044721,0.000513,0.092951,0.072123,0.080265,0.126266,0.691407,0.088652,0.817836,0.119293,0.452229,0.915957,grass
0.73913,0.1,0,0,0,0.041825,0.001061,0.024845,0.000406,0.868325,0.834681,0.92857,0.835538,0.339845,0.624114,0.299811,0.92857,0.183109,0.128828,sky
0.754941,0.166667,0,0,0,0.024715,0.000393,0.021118,0.000557,0.758073,0.69449,0.841678,0.729538,0.160156,0.710402,0.335864,0.841678,0.250137,0.111817,sky
0.351779,0.375,0,0.333333,0,0.030418,0.000388,0.038509,0.00136,0.139944,0.148298,0.165685,0.104442,0.886719,0.28487,0.313092,0.165685,0.404038,0.257917,brickface
0.221344,0.341667,0,0,0,0.013308,0.000393,0.004969,0.000124,0.124968,0.096434,0.179676,0.09431,0.625,0.420804,0.349147,0.179676,0.511905,0.158014,window
0.3083,0.595833,0,0,0,0.038023,0.001598,0.003727,0.000056,0.005164,0.003241,0.010309,0.001559,0.857422,0.153664,0.552182,0.010309,0.288889,0.190306,window
0.375494,0.345833,0,0,0,0.024715,0.000288,0.009938,0.00031,0.140976,0.116694,0.190722,0.111457,0.65039,0.40071,0.356736,0.190722,0.451546,0.162341,window
0.774704,0.9375,0,0,0,0.08365,0.006887,0.074534,0.005482,0.112058,0.095624,0.110457,0.129384,0.716797,0.146572,0.700189,0.122975,0.292729,0.987286,grass
0.857708,0.695833,0,0.333333,0,0.028517,0.000552,0.024845,0.000393,0.4157,0.382496,0.498527,0.359313,0.49414,0.625296,0.148008,0.498527,0.318996,0.169845,path
0.051383,0.4125,0,0,0,0.058935,0.005397,0.059627,0.000737,0.124968,0.137764,0.14212,0.09431,0.923828,0.239953,0.349147,0.14212,0.368848,0.287536,brickface
0.541502,0.508333,0,0,0,0.022814,0.000448,0.026087,0.000152,0.044927,0.056726,0.052283,0.025721,0.943359,0.173759,0.436433,0.054492,0.558201,0.332795,brickface
0.498024,0.291667,0,0,0,0.832699,0.445871,0.49441,0.189779,0.29667,0.254457,0.343152,0.287606,0.46875,0.421986,0.499051,0.343152,0.366946,0.096072,foliage
0.853755,0.558333,0,0,0,0.019011,0.000164,0.016149,0.000045,0.036922,0.046191,0.043446,0.021044,0.927734,0.167849,0.4611,0.046392,0.564153,0.334265,brickface
0.426877,0.5625,0,0,0,0.001901,0.000137,0.001242,0.000098,0.000258,0,0.000736,0,0.871094,0.130024,0.57685,0.000736,0.111111,0.160731,foliage
0.893281,0.766667,0,0.333333,0,0.085551,0.002257,0.078261,0.002084,0.332818,0.311994,0.388071,0.293842,0.611328,0.472813,0.278937,0.388071,0.284495,0.170114,path
0.889328,0.241667,0,0,0.5,0.653993,1,0.457142,0.74985,0.166022,0.140194,0.194403,0.160561,0.630859,0.303783,0.531309,0.194403,0.508994,0.093957,foliage
0.885375,0.045833,0,0,0,0.028517,0.000258,0.016149,0.000077,0.96179,0.970017,0.974226,0.939203,0.611328,0.416076,0.370019,0.974226,0.095184,0.149918,sky
0.403162,0.225,0,0,0,0.043726,0.001093,0.027329,0.000657,0.419314,0.392221,0.48969,0.370225,0.53711,0.566194,0.201139,0.48969,0.287045,0.169616,cement
0.679842,0.745833,0,0.333333,0,0.079848,0.002586,0.034783,0.000869,0.351666,0.327391,0.413107,0.30943,0.580078,0.507093,0.254269,0.413107,0.292125,0.168465,path
0.110672,0.370833,0,0,0,0.076046,0.001374,0.059627,0.002629,0.143816,0.15235,0.169367,0.108339,0.886719,0.28487,0.313092,0.169367,0.394331,0.257988,brickface
0.031621,0.495833,0,0,0,0.001901,0.000019,0.058385,0.004502,0.012135,0.007293,0.021355,0.007015,0.833985,0.174941,0.540797,0.021355,0.550926,0.160731,window
0.173913,0.7375,0,0,0,0.08365,0.002764,0.069565,0.005439,0.232378,0.21637,0.273932,0.203429,0.679688,0.382979,0.356736,0.273932,0.299865,0.169816,path
0.399209,0.6125,0,0.666667,0,0.077947,0.002141,0.040994,0.000757,0.274207,0.25932,0.314432,0.245518,0.673829,0.386524,0.356736,0.314432,0.264152,0.168386,cement
0.743083,0.541667,0,0,0,0,0,0,0,0,0,0,0,0.873047,0.12766,0.578747,0,0,0.515167,window
0.126482,0.370833,0,0,0,0.024715,0.000538,0.014907,0.000263,0.008521,0.00081,0.018409,0.005456,0.814453,0.177305,0.555977,0.018409,0.977778,0.119659,foliage
0.940711,0.679167,0,0,0,0.068441,0.001457,0.031056,0.000616,0.403307,0.367909,0.485272,0.34996,0.482423,0.618203,0.170778,0.485272,0.320261,0.165021,path
0.541502,0.4375,0,0,0,0.020913,0.000153,0.009938,0.00015,0.045185,0.055105,0.054492,0.025721,0.929688,0.183215,0.434535,0.055228,0.559171,0.313602,brickface
0.458498,0.8875,0,0,0,0.104563,0.002581,0.068323,0.00218,0.141235,0.112642,0.11782,0.193297,0.619142,0.048463,0.952561,0.182622,0.441516,0.905099,grass
0.98419,0.670833,0,0,0,0.032319,0.000512,0.029814,0.000513,0.112058,0.089951,0.099411,0.146531,0.675782,0.093381,0.825426,0.138439,0.409835,0.924315,grass
0.806324,0.745833,0,0,0,0.043726,0.001006,0.036025,0.000811,0.344953,0.326581,0.402062,0.301636,0.625,0.484634,0.24668,0.402062,0.290788,0.178805,path
0.964427,0.6875,0,0,0,0.034221,0.000521,0.02236,0.000402,0.128841,0.110211,0.112666,0.163678,0.695313,0.080378,0.827325,0.154639,0.35207,0.909853,grass
0.450593,0.529167,0,0,0,0.011407,0.00009,0.007453,0.000128,0.005422,0,0.015464,0,0.832031,0.177305,0.538899,0.015464,1,0.160731,foliage
0.229249,0.366667,0,0,0,0.026616,0.000837,0.02236,0.000256,0.014201,0.00081,0.036819,0.003118,0.771484,0.239953,0.497153,0.036819,0.986111,0.151366,foliage
0.727273,0.4125,0,0,0,0.631178,0.378228,0.028571,0.00043,0.353216,0.336305,0.400589,0.318783,0.632812,0.439716,0.311195,0.400589,0.249253,0.171203,cement
0.652174,0.879167,0,0,0,0.053232,0.000841,0.026087,0.00045,0.07307,0.063209,0.044183,0.113016,0.777344,0.005911,0.867172,0.106775,0.58766,0.831711,grass
0.221344,0.908333,0,0,0,0.093156,0.002077,0.077019,0.001016,0.101988,0.08752,0.089838,0.128604,0.734375,0.093381,0.7685,0.121502,0.347692,0.912933,grass
0.818182,0.095833,0,0,0,0.058935,0.001745,0.009938,0.000362,0.100697,0.078606,0.139175,0.08106,0.679688,0.33688,0.43074,0.139175,0.479958,0.149227,window
0.889328,0.5,0,0,0,0,0,0,0,0,0,0,0,0.873047,0.12766,0.578747,0,0,0.515167,window
0.146245,0.795833,0,0,0,0.074145,0.001079,0.186335,0.001812,0.399691,0.366289,0.474227,0.352298,0.498048,0.581561,0.214422,0.474227,0.302514,0.160841,path
0.992095,0.525,0,0,0,0.030418,0.000549,0.013665,0.000514,0.005164,0.002431,0.011782,0.000779,0.851563,0.160756,0.546489,0.011782,0.75,0.175419,window
0.885375,0.333333,0,0,0,0.022814,0.000359,0.014907,0.000224,0.025562,0.008104,0.053019,0.01325,0.738281,0.265957,0.487666,0.053019,0.867813,0.139859,foliage
0.790514,0.508333,0,0,0,0.020913,0.000243,0.004969,0.000053,0.005164,0.002431,0.011782,0.000779,0.851563,0.160756,0.546489,0.011782,0.962963,0.176866,window
0.683794,0.558333,0,0,0,0,0,0,0,0,0,0,0,0.873047,0.12766,0.578747,0,0,0.515167,window
0.679842,0.233333,0,0,0,0.038023,0.001252,0.004969,0.000248,0.005164,0.005673,0.007364,0.002338,0.875,0.13948,0.557875,0.007364,0.231481,0.259176,window
0.320158,0.408333,0,0.333333,0,0.024715,0.000243,0.029814,0.000577,0.123935,0.140194,0.139175,0.091972,0.949219,0.230496,0.339658,0.139175,0.376024,0.299135,brickface
0.221344,0.325,0,0,0,0.058935,0.001318,0.137888,0.003393,0.118513,0.094814,0.162739,0.09431,0.66211,0.368795,0.396584,0.162739,0.477489,0.154749,window
0.73913,0.129167,0,0,0,0.026616,0.000549,0.037267,0.000912,0.759363,0.697732,0.836522,0.735774,0.173828,0.679669,0.371917,0.836522,0.241934,0.107256,sky
0.351779,0.5125,0,0,0,0.019011,0.000344,0.023603,0.00027,0.01859,0.007293,0.040501,0.006235,0.785156,0.237588,0.487666,0.040501,0.876102,0.164651,window
0.573123,0.358333,0,0,0,0.346007,0.004636,0.013665,0.000414,0.334367,0.335495,0.360088,0.305533,0.769531,0.330969,0.352941,0.360088,0.197115,0.203658,cement
0.126482,0.441667,0,0,0,0.01711,0.000123,0.02236,0.000224,0.044927,0.053485,0.054492,0.0265,0.919922,0.184397,0.442125,0.054492,0.53858,0.306462,brickface
0.478261,0.333333,0,0,0,0.076046,0.002047,0.048447,0.000922,0.156727,0.160454,0.190722,0.116913,0.847656,0.328605,0.280836,0.190722,0.420716,0.239253,brickface
0.023715,0.8,0,0.333333,0.5,0.13308,0.002881,0.121739,0.001981,0.376454,0.34765,0.448453,0.327357,0.539063,0.56383,0.203036,0.448453,0.314896,0.169936,path
0.557312,0.633333,0,0,0,0.051331,0.000885,0.395032,0.00234,0.281953,0.255268,0.321797,0.265003,0.585938,0.386524,0.442125,0.321797,0.268978,0.110243,path
0.557312,0.45,0,0,0,0.180609,0.000861,0.023603,0.000441,0.3181,0.296597,0.371134,0.28215,0.611328,0.458629,0.301708,0.371134,0.28077,0.165869,cement
0.249012,0.6875,0,0,0,0.079848,0.000927,0.02236,0.000663,0.35399,0.335495,0.413107,0.308651,0.621095,0.496454,0.2315,0.413107,0.294056,0.179942,path
0.592885,0.325,0,0,0,0.287072,0.004616,0.016149,0.000281,0.221018,0.199352,0.271723,0.187841,0.642579,0.42435,0.326375,0.271723,0.351273,0.168831,cement
0.158103,0.266667,0,0,0.5,0.526617,0.019296,0.595031,0.022876,0.383425,0.346029,0.433725,0.365548,0.474609,0.460993,0.43074,0.433725,0.297802,0.116334,foliage
0.893281,0.1375,0,0.333333,0,0.019011,0.000407,0.036025,0.00072,0.333334,0.312804,0.384389,0.298518,0.613281,0.452719,0.309297,0.384389,0.271987,0.164781,cement
0.134387,0.65,0,0,0,0.055133,0.000937,0.03354,0.000815,0.132714,0.122367,0.103829,0.173032,0.753906,0.020095,0.867172,0.163476,0.365503,0.848816,grass
0.897233,0.0375,0,0,0,0.036122,0.000495,0.018634,0.000543,0.87142,0.831443,0.931519,0.844889,0.292969,0.624114,0.34535,0.931519,0.188892,0.117813,sky
0.403162,0.941667,0,0,0,0.034221,0.000448,0.012422,0.000342,0.055771,0.047812,0.037555,0.082619,0.796875,0.053191,0.772295,0.078056,0.522999,0.844574,grass
1,0.191667,0,0,0,0.032319,0.000781,0.031056,0.000751,0.946558,0.944082,0.972019,0.920494,0.539063,0.475178,0.34535,0.972019,0.118733,0.14499,sky
0.964427,0.279167,0,0.333333,0,0.064639,0.001016,0.090683,0.004085,0.210432,0.183144,0.267304,0.176149,0.605469,0.451536,0.318786,0.267304,0.392034,0.165419,cement
0.837945,0.3125,0,0,0,0.028517,0.000184,0.008696,0.000236,0.119546,0.096434,0.163476,0.09509,0.666015,0.367613,0.394686,0.163476,0.46348,0.155788,window
0.833992,0.291667,0,0,0,0.024715,0.000108,0.018634,0.000056,0.642656,0.563209,0.784974,0.567418,0.083985,0.965721,0,0.784974,0.347902,0.144993,sky
0.130435,0.4375,0,0,0,0.197719,0.004442,0.01118,0.000201,0.425253,0.382496,0.506627,0.379578,0.421875,0.620567,0.225806,0.506627,0.313235,0.149327,cement
0.351779,0.4625,0,0.333333,0,0.057034,0.00141,0.026087,0.000499,0.112833,0.074554,0.167894,0.091192,0.558594,0.419621,0.41556,0.167894,0.584744,0.134861,foliage
0.928854,0.758333,0,0,0,0.091255,0.001701,0.090683,0.002363,0.342371,0.316045,0.405743,0.300077,0.56836,0.514184,0.254269,0.405743,0.303144,0.165636,path
0.818182,0.329167,0,0,0,0.098859,0.002584,0.016149,0.000045,0.03589,0.020259,0.066274,0.018706,0.748047,0.282506,0.451613,0.066274,0.797212,0.16428,window
0.29249,0.425,0,0,0.5,0.10076,0.004157,0.137888,0.00449,0.194424,0.124797,0.293078,0.156663,0.304689,0.648936,0.294117,0.293078,0.622071,0.126505,foliage
0.339921,0.770833,0,0.333333,0,0.045627,0.000876,0.049689,0.001204,0.429384,0.401135,0.501473,0.379578,0.525391,0.576832,0.195447,0.501473,0.287526,0.168459,path
0.086957,0.3125,0,0,0,0.030418,0.000657,0.038509,0.000943,0.129616,0.135333,0.156112,0.095869,0.871094,0.286052,0.326375,0.156112,0.417916,0.254299,brickface
0.249012,0.2625,0,0,0,0.045627,0.000583,0.031056,0.000655,0.147431,0.153161,0.178203,0.109119,0.865234,0.310874,0.29222,0.178203,0.419204,0.252145,brickface
0.379447,0.479167,0,0,0,0.036122,0.000377,0.02236,0.000609,0.045185,0.055916,0.053019,0.0265,0.935547,0.176123,0.440228,0.055228,0.551587,0.325946,brickface
0.648221,0.354167,0,0,0,0.081749,0.001587,0.038509,0.000879,0.467339,0.444895,0.531664,0.420108,0.554688,0.548464,0.212525,0.531664,0.254595,0.170557,cement
0.15415,0.258333,0,0.333333,0,0.047529,0.001094,0.036025,0.001809,0.143816,0.144247,0.177467,0.10756,0.828125,0.323877,0.3074,0.177467,0.426973,0.231629,brickface
0.549407,0.475,0,0,0,0.009506,0.000063,0.014907,0.000224,0.043119,0.053485,0.05081,0.024941,0.933594,0.174941,0.444023,0.051546,0.545635,0.325321,brickface
0.802372,0.604167,0,0,0,0.01711,0.000281,0.044721,0.000402,0.165247,0.126418,0.16863,0.198752,0.53711,0.183215,0.815939,0.187776,0.389034,1,grass
0.70751,0.466667,0,0.333333,0,0.058935,0.002125,0.024845,0.000374,0.400724,0.383307,0.454345,0.360092,0.613281,0.481087,0.263758,0.454345,0.251194,0.173068,cement
0.909091,0.925,0,0,0,0.04943,0.000747,0.026087,0.000248,0.087788,0.06483,0.078792,0.119251,0.677735,0.105201,0.804553,0.112666,0.478222,0.936818,grass
0.513834,0.845833,0,0,0,0.026616,0.000657,0.028571,0.000174,0.047509,0.036467,0.031664,0.074825,0.777344,0.062648,0.776091,0.070692,0.568162,0.863499,grass
0.213439,0.558333,0,0,0,0.173004,0.003002,0.02236,0.000304,0.186678,0.176661,0.220913,0.159781,0.738281,0.33688,0.373814,0.220913,0.315338,0.187759,cement
0.853755,0.766667,0,0,0,0.144487,0.003312,0.053416,0.001516,0.314228,0.289304,0.368189,0.280591,0.587891,0.462174,0.318786,0.368189,0.292957,0.156641,path
0.664032,0.525,0,0,0,0.051331,0.000482,0.18882,0.03612,0.176608,0.136143,0.242268,0.145752,0.521485,0.485816,0.34535,0.242268,0.502569,0.140656,window
0.280632,0.75,0,0.333333,0,0.043726,0.000512,0.069565,0.003323,0.105862,0.088331,0.098675,0.130164,0.710938,0.118203,0.751423,0.122975,0.35037,0.945914,grass
0.280632,0.416667,0,0,0,0.01711,0.000303,0.021118,0.001007,0.009037,0,0.023564,0.002338,0.804688,0.199764,0.529412,0.023564,1,0.153101,foliage
0.462451,0.308333,0,0,0,0.112167,0.004455,0.050932,0.004918,0.057062,0.025932,0.098675,0.042868,0.628906,0.341607,0.472486,0.098675,0.774121,0.121015,foliage
0.565217,0.533333,0,0,0,0.188213,0.003977,0.031056,0.00043,0.450815,0.422205,0.522091,0.402181,0.515626,0.578014,0.203036,0.522091,0.27569,0.165627,cement
0.944664,0.020833,0,0,0,0.015209,0.000164,0.037267,0.000834,0.714697,0.638575,0.828424,0.666405,0.083985,0.845153,0.193548,0.828424,0.299601,0.12552,sky
0.920949,0.7625,0,0,1,0.04943,0.001968,0.085714,0.002228,0.339015,0.313615,0.399852,0.298518,0.576172,0.501182,0.267553,0.399852,0.298369,0.164543,path
0.094862,0.6,0,0,0,0.195818,0.100585,0.402485,0.109418,0.099923,0.094814,0.123711,0.079501,0.802735,0.265957,0.425047,0.14212,0.646298,0.210988,window
0.039526,0.1625,0,0.333333,0,0.060837,0.001012,0.024845,0.000657,0.761684,0.684766,0.863767,0.726423,0.062501,0.800236,0.286528,0.863767,0.2797,0.11375,sky
0.719368,0.608333,0,0,0,0.022814,0.000425,0.047205,0.000448,0.137104,0.119935,0.123711,0.167576,0.703125,0.095745,0.795067,0.158321,0.314187,0.9222,grass
0.399209,0.1625,0,0,0,0.055133,0.001072,0.029814,0.000627,0.424221,0.386548,0.502209,0.37724,0.458984,0.604019,0.216319,0.502209,0.304774,0.154795,cement
0.849802,0.016667,0,0,0,0.030418,0.000344,0.027329,0.000374,0.742582,0.662886,0.868924,0.684332,0.048828,0.91253,0.119545,0.868924,0.306737,0.131615,sky
0.438735,0.079167,0,0,0,0.019011,0.000274,0.027329,0.000519,0.789569,0.73501,0.862296,0.763833,0.214845,0.665485,0.354839,0.862296,0.225384,0.111501,sky
0.379447,0.145833,0,0,0,0.057034,0.001633,0.049689,0.001016,0.434548,0.388169,0.5243,0.383475,0.392579,0.66312,0.185958,0.5243,0.326719,0.150933,cement
0.916996,0.775,0,0,0.5,0.13308,0.002809,0.044721,0.000912,0.34676,0.323339,0.407216,0.304753,0.587891,0.501182,0.256167,0.407216,0.294656,0.169362,path
0.719368,0.725,0,0,0,0.098859,0.001437,0.129193,0.004008,0.313453,0.296597,0.364506,0.275135,0.646484,0.44799,0.28463,0.364506,0.28574,0.175862,path
0.316206,0.233333,0,0,0,0.028517,0.000463,0.019876,0.000421,0.856704,0.819285,0.917522,0.826966,0.316406,0.624114,0.322581,0.917522,0.18855,0.123029,sky
0.12253,0.320833,0,0,0,0.028517,0.000353,0.024845,0.000519,0.468889,0.422205,0.563328,0.413093,0.378907,0.693853,0.149905,0.563328,0.320122,0.154363,cement
0.600791,0.279167,0,0,0,0.321293,0.005718,0.065838,0.002537,0.211206,0.197731,0.248159,0.184722,0.705078,0.355791,0.375711,0.248159,0.300208,0.173698,cement
0.375494,0.541667,0,0,0,0.053232,0.000747,0.009938,0.000085,0.034599,0.02269,0.058174,0.021044,0.775391,0.249409,0.478178,0.058174,0.66524,0.164003,window
0.940711,0.525,0,0,0,0.060837,0.001372,0.077019,0.000785,0.284793,0.290924,0.300441,0.261885,0.822266,0.270685,0.398481,0.300441,0.176066,0.217662,cement
0.067194,0.3,0,0,0.5,0.211027,0.010072,0.288199,0.020764,0.100181,0.06564,0.150221,0.08028,0.589844,0.392435,0.428842,0.150221,0.664785,0.130302,foliage
0.355731,0.220833,0,0,0,0.032319,0.000718,0.023603,0.000736,0.432224,0.391411,0.517673,0.380357,0.433594,0.641844,0.180266,0.517673,0.31426,0.156722,cement
0.039526,0.445833,0,0,0,0.009506,0.000153,0.008696,0.000045,0.004906,0,0.013255,0.000779,0.835938,0.169031,0.548387,0.013255,1,0.15426,foliage
0.16996,0.0375,0,0,0,0.020913,0.000063,0.032298,0.000406,0.793703,0.748787,0.877022,0.747468,0.283203,0.717494,0.204933,0.877022,0.224139,0.137474,sky
0.233202,0.708333,0,0.333333,0,0.057034,0.00121,0.059627,0.001507,0.136845,0.124797,0.118557,0.167576,0.740234,0.072104,0.796964,0.158321,0.285691,0.885636,grass
0.996047,0.0875,0,0,0,0.01711,0.000592,0.029814,0.000402,0.814102,0.7577,0.88365,0.79345,0.193359,0.656029,0.390892,0.88365,0.220748,0.105429,sky
0.628458,0.35,0,0,0,0.110266,0.003574,0.004969,0.000291,0.014976,0.015397,0.016937,0.012471,0.871094,0.140662,0.559772,0.016937,0.10119,0.239506,window
0.264822,0.2875,0,0,0,0.039924,0.000168,0.038509,0.001232,0.774337,0.750407,0.843885,0.722523,0.441406,0.646572,0.165086,0.843885,0.198052,0.160004,sky
0.130435,0.525,0,0,0,0.01711,0.000168,0.024845,0.000342,0.040795,0.056726,0.04271,0.023383,0.974609,0.146572,0.449715,0.051546,0.573633,0.389214,brickface
0.549407,0.095833,0,0,0,0.01711,0.000123,0.019876,0.00015,0.735346,0.665316,0.843885,0.68667,0.121094,0.82506,0.189753,0.843885,0.283524,0.128199,sky
0.067194,0.529167,0,0,0,0.030418,0.000568,0.018634,0.000216,0.040021,0.053485,0.043446,0.023383,0.957031,0.153664,0.455408,0.048601,0.543871,0.369273,brickface
0.703557,0.508333,0,0,0,0.081749,0.0024,0.019876,0.000541,0.256391,0.233388,0.307069,0.224473,0.621095,0.432624,0.333966,0.307069,0.313397,0.16121,cement
0.304348,0.4875,0,0,0,0.039924,0.000896,0.031056,0.000811,0.348052,0.311184,0.425625,0.300857,0.490234,0.583924,0.218217,0.425625,0.340237,0.159371,cement
0.992095,0.25,0,0,0,0.024715,0.000332,0.029814,0.000513,0.621484,0.530795,0.765834,0.554948,0.009766,0.970449,0.064516,0.765834,0.370097,0.134487,sky
0.347826,0.175,0,0,0,0.072243,0.001733,0.063354,0.002172,0.188743,0.166127,0.25405,0.141075,0.646484,0.486998,0.222011,0.25405,0.474773,0.187287,brickface
0.743083,0.2125,0,0,0,0.013308,0.000253,0.009938,0.000248,0.053189,0.036467,0.086892,0.033515,0.734375,0.3026,0.432637,0.086892,0.635938,0.165377,window
0.462451,0.7125,0,0.333333,0,0.060837,0.001305,0.055901,0.001029,0.313711,0.30389,0.360088,0.273577,0.697266,0.425532,0.271347,0.360088,0.281875,0.191822,path
0.193676,0.783333,0,0,0,0.110266,0.003004,0.125466,0.00333,0.388073,0.358185,0.462445,0.337489,0.527343,0.578014,0.19165,0.462445,0.312414,0.169019,path
